,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,365.8566448688507,52.11132386496198,0.1685999870300293,0.007087702139071177,tanh,30,700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 30, 'max_iter': 700, 'solver': 'adam'}",-5.713458390983096,-5.93051440266624,-5.920156018599616,-5.963398564748244,-6.082738498660319,-5.922053175131504,0.11926121749197612,16
1,611.0786022663117,129.60030764162764,0.3273787021636963,0.009707023094431022,tanh,60,700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 60, 'max_iter': 700, 'solver': 'adam'}",-5.143725326741465,-5.131332689845251,-5.120755359020261,-5.119096825842153,-5.09082869539277,-5.12114777936838,0.01753331288731371,14
2,754.0074568748474,257.47875258428365,0.5183956623077393,0.043721359104993446,tanh,90,700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 90, 'max_iter': 700, 'solver': 'adam'}",-4.850821119359257,-4.818425132865032,-4.75301196426155,-4.96401962552289,-4.844212726543875,-4.846098113710521,0.06835520390336325,13
3,5323.950474691391,2288.440184746179,3.418745183944702,0.4298910113532899,tanh,600,700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': 600, 'max_iter': 700, 'solver': 'adam'}",-4.141430685277631,-4.305789714571351,-4.112903055087793,-4.128502412394245,-4.196306518079665,-4.176986477082137,0.07026399050133622,6
4,572.7960486888885,98.11942776239182,0.3718778133392334,0.03479689656361561,tanh,"(30, 30)",700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (30, 30), 'max_iter': 700, 'solver': 'adam'}",-4.713268598484249,-4.786273952553872,-4.685804943195609,-4.716636672938063,-4.674915174076022,-4.715379868249563,0.03884347016912516,11
5,855.6226468086243,85.71551779127564,0.6531234741210937,0.018216393222237993,tanh,"(60, 60)",700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (60, 60), 'max_iter': 700, 'solver': 'adam'}",-4.342516186563226,-4.410211225289349,-4.324302195943177,-4.35184250780424,-4.340246249350366,-4.353823672990071,0.02955403308793239,8
6,1913.509881925583,298.0252778693962,1.3187511444091797,0.1146484157294403,tanh,"(100, 100)",700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (100, 100), 'max_iter': 700, 'solver': 'adam'}",-4.169360791135738,-4.105981956176634,-4.0933690377117555,-4.09729941555387,-4.155220655494546,-4.124246371214509,0.03164760392757095,5
7,5093.144393587112,2103.2219397713147,2.415615940093994,0.08816448027995269,tanh,"(200, 200)",700,adam,"{'activation': 'tanh', 'hidden_layer_sizes': (200, 200), 'max_iter': 700, 'solver': 'adam'}",-3.988549612719141,-4.068277380720695,-3.9536834680033897,-3.9758183366555566,-4.09735235306972,-4.0167362302337,0.05585670899953147,3
8,1053.2715841293334,119.49666333282428,0.30312328338623046,0.021193565441861087,logistic,30,700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 30, 'max_iter': 700, 'solver': 'adam'}",-5.45411688515632,-5.350595184407424,-5.526233164247763,-5.401088244206073,-5.253760766297987,-5.397158848863112,0.09235910552734099,15
9,1807.8580166816712,106.81577851591516,0.6687495231628418,0.08694570113292853,logistic,60,700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 60, 'max_iter': 700, 'solver': 'adam'}",-4.75526531160609,-4.696928794248039,-4.7149020572327425,-4.769393795586327,-4.745441508448619,-4.7363862934243635,0.026632221430442058,12
10,2563.055301618576,419.5523100593417,0.8156238555908203,0.022964544005373042,logistic,90,700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 90, 'max_iter': 700, 'solver': 'adam'}",-4.519898643298084,-4.459715550915734,-4.466838444122242,-4.48499275027113,-4.458482422678564,-4.4779855622571505,0.02299665652549522,9
11,16571.705319404602,2577.933010936797,5.605523300170899,0.1546765974123234,logistic,600,700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': 600, 'max_iter': 700, 'solver': 'adam'}",-4.014896509367726,-4.039456024776125,-4.025215481987666,-4.017113162235527,-4.035683004987498,-4.026472836670909,0.009763054583085599,4
12,1007.1223864078522,154.67333321633532,0.6031259059906006,0.08705395533492233,logistic,"(30, 30)",700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': (30, 30), 'max_iter': 700, 'solver': 'adam'}",-4.6590338774331235,-4.6064147816373255,-4.5776055460295835,-4.590416405014901,-4.57453309700554,-4.601600741424095,0.030839118834072716,10
13,2587.4225759506226,322.3425039758483,1.1875031471252442,0.04841092229620066,logistic,"(60, 60)",700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': (60, 60), 'max_iter': 700, 'solver': 'adam'}",-4.190556384822914,-4.157858809146389,-4.134888390620546,-4.2050750709237,-4.197336554461572,-4.1771430419950235,0.026552706645336793,7
14,5557.680178308487,1134.9350111923052,2.006248712539673,0.13389627894409267,logistic,"(100, 100)",700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': (100, 100), 'max_iter': 700, 'solver': 'adam'}",-3.944907732688872,-3.9433689180495555,-3.9819822117811263,-3.9643796380414464,-3.9794258887811425,-3.9628128778684286,0.0163986098741397,2
15,16145.043306207657,745.0482863366759,3.0638752937316895,0.5112216876115976,logistic,"(200, 200)",700,adam,"{'activation': 'logistic', 'hidden_layer_sizes': (200, 200), 'max_iter': 700, 'solver': 'adam'}",-3.7877592695580167,-3.7985755727744874,-3.7913153378893845,-3.7858741524076116,-3.782685550207147,-3.7892419765673298,0.005439526295419663,1
